id,date,location,species,latinName
yCnT5AExmdUzu51zrqcS,2021-01-13T18:53:35,Glasgow,Tree-hole tick,Ixodes arboricola
yHKpQIbUfqdl7h4CYKyf,2012-01-24T00:24:09,Birmingham,Southern rodent tick,Ixodes acuminatus
yNHgvuu76nmuhZzOh5Vb,2023-09-27T18:18:01,Newcastle,Tree-hole tick,Ixodes arboricola
yRa7tagc5ddhKL9mOrdq,2017-11-08T05:14:51,Sheffield,Marsh tick,Ixodes apronophorus
yS8ITHjzu1gt3pUYg1sq,2013-10-24T04:00:37,Liverpool,Tree-hole tick,Ixodes arboricola
yUss1yX5RK7DlmAmtgT1,2023-11-30T16:37:54,Nottingham,Fox/badger tick,Ixodes canisuga
yWraib2Zv9siRlzVdChS,2021-08-05T04:45:55,London,Southern rodent tick,Ixodes acuminatus
ya20Hxs21ULk3VUmjLJs,2016-07-18T11:21:31,Glasgow,Fox/badger tick,Ixodes canisuga
yl9lTO5wvQSIlr27fwQd,2013-02-01T22:28:37,Newcastle,Passerine tick,Dermacentor frontalis
yoPLO3ZYNiLKVh7Cfo1f,2018-06-30T17:00:29,Birmingham,Marsh tick,Ixodes apronophorus
yrAgc54LPgifH3KuL65U,2019-11-18T15:16:38,Edinburgh,Fox/badger tick,Ixodes canisuga
z4euXuFjxhC5ATrOgM4L,2019-10-26T07:19:36,Leeds,Passerine tick,Dermacentor frontalis
z9gJdab10hNcAVk7eoqk,2018-09-14T02:12:34,Edinburgh,Marsh tick,Ixodes apronophorus
zIh737VbwDCoA1VKmRwy,2022-11-28T05:12:24,Leicester,Southern rodent tick,Ixodes acuminatus
zIid7p1umsoHWewLx7sS,2021-09-22T22:50:42,Cardiff,Fox/badger tick,Ixodes canisuga
zNavUVihkUrkR4UChiDe,2015-04-02T12:44:36,Liverpool,Fox/badger tick,Ixodes canisuga
zRZvDbjM8XZGlBzux6Ln,2014-07-29T01:40:06,Edinburgh,Passerine tick,Dermacentor frontalis
zhNgy66ZydWrS15fuZJt,2017-04-02T05:03:53,Leeds,Southern rodent tick,Ixodes acuminatus
zhlW7w9ondK5R84n9Cyy,2014-11-13T19:06:48,Bristol,Passerine tick,Dermacentor frontalis
ziniFOq3yOlOQFNcItlz,2017-11-02T00:45:28,London,Fox/badger tick,Ixodes canisuga
zioQC3eCsCL3gn94x7az,2019-06-22T21:29:54,Sheffield,Fox/badger tick,Ixodes canisuga
zmQC5Z0BxcmemDAWRheX,2024-03-10T03:55:02,Sheffield,Passerine tick,Dermacentor frontalis
znnCaVQlOjSZbIeij5f6,2022-12-18T21:08:01,Bristol,Passerine tick,Dermacentor frontalis
zq0pM9LealYh6SGfquQ0,2018-04-11T15:20:12,London,Fox/badger tick,Ixodes canisuga
zqi4h2YYgl1YFz0YsLOQ,2016-11-25T08:29:25,Leicester,Fox/badger tick,Ixodes canisuga
zrUxZiyxhJqo0EzS2k6M,2023-01-30T12:03:56,Leicester,Fox/badger tick,Ixodes canisuga
zxqhVeaA7vB7jaQCuiJa,2012-05-28T23:18:10,Edinburgh,Passerine tick,Dermacentor frontalis
